"Site","Transect","Site_type","Date","Taxa","Count"
"KOT","2","young_restored",2024-07-20,"bombus",0
"KOT","2","young_restored",2024-07-20,"cantharidae",0
"KOT","2","young_restored",2024-07-20,"carabidae",0
"KOT","2","young_restored",2024-07-20,"cecidomyiidae",0
"KOT","2","young_restored",2024-07-20,"coccinellidae",0
"KOT","2","young_restored",2024-07-20,"curculionidae",0
"KOT","2","young_restored",2024-07-20,"dasypoda",0
"KOT","2","young_restored",2024-07-20,"elateridae",0
"KOT","2","young_restored",2024-07-20,"mordellidae",1
"KOT","2","young_restored",2024-07-20,"proctotrupidae",0
"KOT","2","young_restored",2024-07-20,"staphylinidae",0
"KOT","2","young_restored",2024-07-20,"tenthredinidae",0
"KOT","2","young_restored",2024-07-20,"colletidae",0
"KOT","2","young_restored",2024-07-20,"tachinidae",0
"KOT","2","young_restored",2024-07-20,"calliphoridae",1
"KOT","2","young_restored",2024-07-20,"sarcophagidae",0
"KOT","2","young_restored",2024-07-20,"sepsidae",0
"KOT","2","young_restored",2024-07-20,"empididae",0
"KOT","2","young_restored",2024-07-20,"ephydridae",0
"KOT","2","young_restored",2024-07-20,"muscidae",0
"KOT","2","young_restored",2024-07-20,"asilidae",0
"KOT","2","young_restored",2024-07-20,"stratiomyidae",0
"KOT","2","young_restored",2024-07-20,"polleniidae",0
"KOT","2","young_restored",2024-07-20,"acalyptrate",0
"KOT","3","young_restored",2024-07-20,"apidae",0
"KOT","3","young_restored",2024-07-20,"bombus",0
"KOT","3","young_restored",2024-07-20,"cantharidae",0
"KOT","3","young_restored",2024-07-20,"carabidae",0
"KOT","3","young_restored",2024-07-20,"cecidomyiidae",0
"KOT","3","young_restored",2024-07-20,"coccinellidae",1
"KOT","3","young_restored",2024-07-20,"curculionidae",1
"KOT","3","young_restored",2024-07-20,"dasypoda",0
"KOT","3","young_restored",2024-07-20,"elateridae",0
"KOT","3","young_restored",2024-07-20,"mordellidae",0
"KOT","3","young_restored",2024-07-20,"proctotrupidae",0
"KOT","3","young_restored",2024-07-20,"staphylinidae",0
"KOT","3","young_restored",2024-07-20,"tenthredinidae",0
"KOT","3","young_restored",2024-07-20,"colletidae",0
"KOT","3","young_restored",2024-07-20,"tachinidae",0
"KOT","3","young_restored",2024-07-20,"calliphoridae",0
"KOT","3","young_restored",2024-07-20,"sarcophagidae",0
"KOT","3","young_restored",2024-07-20,"sepsidae",0
"KOT","3","young_restored",2024-07-20,"empididae",0
"KOT","3","young_restored",2024-07-20,"ephydridae",0
"KOT","3","young_restored",2024-07-20,"muscidae",0
"KOT","3","young_restored",2024-07-20,"asilidae",0
"KOT","3","young_restored",2024-07-20,"stratiomyidae",0
"KOT","3","young_restored",2024-07-20,"polleniidae",0
"KOT","3","young_restored",2024-07-20,"acalyptrate",0
"KOT","4","young_restored",2024-07-20,"apidae",0
"KOT","4","young_restored",2024-07-20,"bombus",0
"KOT","4","young_restored",2024-07-20,"cantharidae",0
"KOT","4","young_restored",2024-07-20,"carabidae",0
"KOT","4","young_restored",2024-07-20,"cecidomyiidae",0
"KOT","4","young_restored",2024-07-20,"coccinellidae",0
"KOT","4","young_restored",2024-07-20,"curculionidae",1
"KOT","4","young_restored",2024-07-20,"dasypoda",0
"KOT","4","young_restored",2024-07-20,"elateridae",0
"KOT","4","young_restored",2024-07-20,"mordellidae",2
"KOT","4","young_restored",2024-07-20,"proctotrupidae",0
"KOT","4","young_restored",2024-07-20,"staphylinidae",0
"KOT","4","young_restored",2024-07-20,"tenthredinidae",0
"KOT","4","young_restored",2024-07-20,"colletidae",0
"KOT","4","young_restored",2024-07-20,"tachinidae",0
"KOT","4","young_restored",2024-07-20,"calliphoridae",0
"KOT","4","young_restored",2024-07-20,"sarcophagidae",0
"KOT","4","young_restored",2024-07-20,"sepsidae",0
"KOT","4","young_restored",2024-07-20,"empididae",0
"KOT","4","young_restored",2024-07-20,"ephydridae",0
"KOT","4","young_restored",2024-07-20,"muscidae",0
"KOT","4","young_restored",2024-07-20,"asilidae",0
"KOT","4","young_restored",2024-07-20,"stratiomyidae",0
"KOT","4","young_restored",2024-07-20,"polleniidae",0
"KOT","4","young_restored",2024-07-20,"acalyptrate",0
"KOT","5","young_restored",2024-07-20,"apidae",0
"KOT","5","young_restored",2024-07-20,"bombus",0
"KOT","5","young_restored",2024-07-20,"cantharidae",0
"KOT","5","young_restored",2024-07-20,"carabidae",0
"KOT","5","young_restored",2024-07-20,"cecidomyiidae",0
"KOT","5","young_restored",2024-07-20,"coccinellidae",0
"KOT","5","young_restored",2024-07-20,"curculionidae",0
"KOT","5","young_restored",2024-07-20,"dasypoda",0
"KOT","5","young_restored",2024-07-20,"elateridae",0
"KOT","5","young_restored",2024-07-20,"mordellidae",0
"KOT","5","young_restored",2024-07-20,"proctotrupidae",0
"KOT","5","young_restored",2024-07-20,"staphylinidae",0
"KOT","5","young_restored",2024-07-20,"tenthredinidae",0
"KOT","5","young_restored",2024-07-20,"colletidae",0
"KOT","5","young_restored",2024-07-20,"tachinidae",0
"KOT","5","young_restored",2024-07-20,"calliphoridae",0
"KOT","5","young_restored",2024-07-20,"sarcophagidae",0
"KOT","5","young_restored",2024-07-20,"sepsidae",0
"KOT","5","young_restored",2024-07-20,"empididae",0
"KOT","5","young_restored",2024-07-20,"ephydridae",0
"KOT","5","young_restored",2024-07-20,"muscidae",0
"KOT","5","young_restored",2024-07-20,"asilidae",0
"KOT","5","young_restored",2024-07-20,"stratiomyidae",0
"KOT","5","young_restored",2024-07-20,"polleniidae",0
"KOT","5","young_restored",2024-07-20,"acalyptrate",0
"STP","1","reference",2024-07-14,"apidae",0
"STP","1","reference",2024-07-14,"bombus",0
"STP","1","reference",2024-07-14,"cantharidae",0
"STP","1","reference",2024-07-14,"carabidae",0
"STP","1","reference",2024-07-14,"cecidomyiidae",0
"STP","1","reference",2024-07-14,"coccinellidae",0
"STP","1","reference",2024-07-14,"curculionidae",0
"STP","1","reference",2024-07-14,"dasypoda",0
"STP","1","reference",2024-07-14,"elateridae",0
"STP","1","reference",2024-07-14,"mordellidae",0
"STP","1","reference",2024-07-14,"proctotrupidae",0
"STP","1","reference",2024-07-14,"staphylinidae",0
"STP","1","reference",2024-07-14,"tenthredinidae",0
"STP","1","reference",2024-07-14,"colletidae",0
"STP","1","reference",2024-07-14,"tachinidae",0
"STP","1","reference",2024-07-14,"calliphoridae",0
"STP","1","reference",2024-07-14,"sarcophagidae",0
"STP","1","reference",2024-07-14,"sepsidae",0
"STP","1","reference",2024-07-14,"empididae",0
"STP","1","reference",2024-07-14,"ephydridae",0
"STP","1","reference",2024-07-14,"muscidae",1
"STP","1","reference",2024-07-14,"asilidae",0
"STP","1","reference",2024-07-14,"stratiomyidae",0
"STP","1","reference",2024-07-14,"polleniidae",0
"STP","1","reference",2024-07-14,"acalyptrate",0
"STP","2","reference",2024-07-14,"apidae",0
"STP","2","reference",2024-07-14,"bombus",0
"STP","2","reference",2024-07-14,"cantharidae",0
"STP","2","reference",2024-07-14,"carabidae",0
"STP","2","reference",2024-07-14,"cecidomyiidae",0
"STP","2","reference",2024-07-14,"coccinellidae",0
"STP","2","reference",2024-07-14,"curculionidae",0
"STP","2","reference",2024-07-14,"dasypoda",0
"STP","2","reference",2024-07-14,"elateridae",0
"STP","2","reference",2024-07-14,"mordellidae",0
"STP","2","reference",2024-07-14,"proctotrupidae",0
"STP","2","reference",2024-07-14,"staphylinidae",0
"STP","2","reference",2024-07-14,"tenthredinidae",0
"STP","2","reference",2024-07-14,"colletidae",0
"STP","2","reference",2024-07-14,"tachinidae",0
"STP","2","reference",2024-07-14,"calliphoridae",0
"STP","2","reference",2024-07-14,"sarcophagidae",0
"STP","2","reference",2024-07-14,"sepsidae",0
"STP","2","reference",2024-07-14,"empididae",0
"STP","2","reference",2024-07-14,"ephydridae",0
"STP","2","reference",2024-07-14,"muscidae",0
"STP","2","reference",2024-07-14,"asilidae",0
"STP","2","reference",2024-07-14,"stratiomyidae",0
"STP","2","reference",2024-07-14,"polleniidae",0
"STP","2","reference",2024-07-14,"acalyptrate",0
"STP","3","reference",2024-07-14,"apidae",0
"STP","3","reference",2024-07-14,"bombus",0
"STP","3","reference",2024-07-14,"cantharidae",0
"STP","3","reference",2024-07-14,"carabidae",0
"STP","3","reference",2024-07-14,"cecidomyiidae",0
"STP","3","reference",2024-07-14,"coccinellidae",0
"STP","3","reference",2024-07-14,"curculionidae",0
"STP","3","reference",2024-07-14,"dasypoda",0
"STP","3","reference",2024-07-14,"elateridae",0
"STP","3","reference",2024-07-14,"mordellidae",1
"STP","3","reference",2024-07-14,"proctotrupidae",0
"STP","3","reference",2024-07-14,"staphylinidae",0
"STP","3","reference",2024-07-14,"tenthredinidae",0
"STP","3","reference",2024-07-14,"colletidae",0
"STP","3","reference",2024-07-14,"tachinidae",0
"STP","3","reference",2024-07-14,"calliphoridae",0
"STP","3","reference",2024-07-14,"sarcophagidae",0
"STP","3","reference",2024-07-14,"sepsidae",0
"STP","3","reference",2024-07-14,"empididae",0
"STP","3","reference",2024-07-14,"ephydridae",0
"STP","3","reference",2024-07-14,"muscidae",0
"STP","3","reference",2024-07-14,"asilidae",0
"STP","3","reference",2024-07-14,"stratiomyidae",0
"STP","3","reference",2024-07-14,"polleniidae",0
"STP","3","reference",2024-07-14,"acalyptrate",0
"STP","4","reference",2024-07-14,"apidae",0
"STP","4","reference",2024-07-14,"bombus",0
"STP","4","reference",2024-07-14,"cantharidae",0
"STP","4","reference",2024-07-14,"carabidae",0
"STP","4","reference",2024-07-14,"cecidomyiidae",0
"STP","4","reference",2024-07-14,"coccinellidae",0
"STP","4","reference",2024-07-14,"curculionidae",0
"STP","4","reference",2024-07-14,"dasypoda",0
"STP","4","reference",2024-07-14,"elateridae",0
"STP","4","reference",2024-07-14,"mordellidae",1
"STP","4","reference",2024-07-14,"proctotrupidae",0
"STP","4","reference",2024-07-14,"staphylinidae",0
"STP","4","reference",2024-07-14,"tenthredinidae",0
"STP","4","reference",2024-07-14,"colletidae",0
"STP","4","reference",2024-07-14,"tachinidae",0
"STP","4","reference",2024-07-14,"calliphoridae",0
"STP","4","reference",2024-07-14,"sarcophagidae",0
"STP","4","reference",2024-07-14,"sepsidae",0
"STP","4","reference",2024-07-14,"empididae",0
"STP","4","reference",2024-07-14,"ephydridae",0
"STP","4","reference",2024-07-14,"muscidae",0
"STP","4","reference",2024-07-14,"asilidae",0
"STP","4","reference",2024-07-14,"stratiomyidae",0
"STP","4","reference",2024-07-14,"polleniidae",0
"STP","4","reference",2024-07-14,"acalyptrate",0
"STP","5","reference",2024-07-14,"apidae",0
"STP","5","reference",2024-07-14,"bombus",0
"STP","5","reference",2024-07-14,"cantharidae",0
"STP","5","reference",2024-07-14,"carabidae",0
"STP","5","reference",2024-07-14,"cecidomyiidae",0
"STP","5","reference",2024-07-14,"coccinellidae",2
"STP","5","reference",2024-07-14,"curculionidae",0
"STP","5","reference",2024-07-14,"dasypoda",0
"STP","5","reference",2024-07-14,"elateridae",0
"STP","5","reference",2024-07-14,"mordellidae",3
"STP","5","reference",2024-07-14,"proctotrupidae",0
"STP","5","reference",2024-07-14,"staphylinidae",1
"STP","5","reference",2024-07-14,"tenthredinidae",0
"STP","5","reference",2024-07-14,"colletidae",0
"STP","5","reference",2024-07-14,"tachinidae",0
"STP","5","reference",2024-07-14,"calliphoridae",0
"STP","5","reference",2024-07-14,"sarcophagidae",0
"STP","5","reference",2024-07-14,"sepsidae",0
"STP","5","reference",2024-07-14,"empididae",0
"STP","5","reference",2024-07-14,"ephydridae",0
"STP","5","reference",2024-07-14,"muscidae",0
"STP","5","reference",2024-07-14,"asilidae",0
"STP","5","reference",2024-07-14,"stratiomyidae",0
"STP","5","reference",2024-07-14,"polleniidae",0
"STP","5","reference",2024-07-14,"acalyptrate",1
"WDG","1","young_restored",2024-07-30,"apidae",0
"WDG","1","young_restored",2024-07-30,"bombus",0
"WDG","1","young_restored",2024-07-30,"cantharidae",0
"WDG","1","young_restored",2024-07-30,"carabidae",0
"WDG","1","young_restored",2024-07-30,"cecidomyiidae",0
"WDG","1","young_restored",2024-07-30,"coccinellidae",0
"WDG","1","young_restored",2024-07-30,"curculionidae",0
"WDG","1","young_restored",2024-07-30,"dasypoda",0
"WDG","1","young_restored",2024-07-30,"elateridae",0
"WDG","1","young_restored",2024-07-30,"mordellidae",0
"WDG","1","young_restored",2024-07-30,"proctotrupidae",0
"WDG","1","young_restored",2024-07-30,"staphylinidae",0
"WDG","1","young_restored",2024-07-30,"tenthredinidae",0
"WDG","1","young_restored",2024-07-30,"colletidae",0
"WDG","1","young_restored",2024-07-30,"tachinidae",0
"WDG","1","young_restored",2024-07-30,"calliphoridae",0
"WDG","1","young_restored",2024-07-30,"sarcophagidae",0
"WDG","1","young_restored",2024-07-30,"sepsidae",0
"WDG","1","young_restored",2024-07-30,"empididae",0
"WDG","1","young_restored",2024-07-30,"ephydridae",0
"WDG","1","young_restored",2024-07-30,"muscidae",0
"WDG","1","young_restored",2024-07-30,"asilidae",1
"WDG","1","young_restored",2024-07-30,"stratiomyidae",0
"WDG","1","young_restored",2024-07-30,"polleniidae",0
"WDG","1","young_restored",2024-07-30,"acalyptrate",0
"WDG","2","young_restored",2024-07-30,"apidae",0
"WDG","2","young_restored",2024-07-30,"bombus",0
"WDG","2","young_restored",2024-07-30,"cantharidae",0
"WDG","2","young_restored",2024-07-30,"carabidae",0
"WDG","2","young_restored",2024-07-30,"cecidomyiidae",0
"WDG","2","young_restored",2024-07-30,"coccinellidae",1
"WDG","2","young_restored",2024-07-30,"curculionidae",0
"WDG","2","young_restored",2024-07-30,"dasypoda",0
"WDG","2","young_restored",2024-07-30,"elateridae",0
"WDG","2","young_restored",2024-07-30,"mordellidae",0
"WDG","2","young_restored",2024-07-30,"proctotrupidae",0
"WDG","2","young_restored",2024-07-30,"staphylinidae",0
"WDG","2","young_restored",2024-07-30,"tenthredinidae",0
"WDG","2","young_restored",2024-07-30,"colletidae",0
"WDG","2","young_restored",2024-07-30,"tachinidae",0
"WDG","2","young_restored",2024-07-30,"calliphoridae",0
"WDG","2","young_restored",2024-07-30,"sarcophagidae",1
"WDG","2","young_restored",2024-07-30,"sepsidae",0
"WDG","2","young_restored",2024-07-30,"empididae",0
"WDG","2","young_restored",2024-07-30,"ephydridae",0
"WDG","2","young_restored",2024-07-30,"muscidae",0
"WDG","2","young_restored",2024-07-30,"asilidae",0
"WDG","2","young_restored",2024-07-30,"stratiomyidae",0
"WDG","2","young_restored",2024-07-30,"polleniidae",0
"WDG","2","young_restored",2024-07-30,"acalyptrate",0
"WDG","3","young_restored",2024-07-30,"apidae",0
"WDG","3","young_restored",2024-07-30,"bombus",0
"WDG","3","young_restored",2024-07-30,"cantharidae",0
"WDG","3","young_restored",2024-07-30,"carabidae",0
"WDG","3","young_restored",2024-07-30,"cecidomyiidae",0
"WDG","3","young_restored",2024-07-30,"coccinellidae",0
"WDG","3","young_restored",2024-07-30,"curculionidae",0
"WDG","3","young_restored",2024-07-30,"dasypoda",0
"WDG","3","young_restored",2024-07-30,"elateridae",0
"WDG","3","young_restored",2024-07-30,"mordellidae",0
"WDG","3","young_restored",2024-07-30,"proctotrupidae",0
"WDG","3","young_restored",2024-07-30,"staphylinidae",0
"WDG","3","young_restored",2024-07-30,"tenthredinidae",0
"WDG","3","young_restored",2024-07-30,"colletidae",0
"WDG","3","young_restored",2024-07-30,"tachinidae",0
"WDG","3","young_restored",2024-07-30,"calliphoridae",0
"WDG","3","young_restored",2024-07-30,"sarcophagidae",0
"WDG","3","young_restored",2024-07-30,"sepsidae",0
"WDG","3","young_restored",2024-07-30,"empididae",0
"WDG","3","young_restored",2024-07-30,"ephydridae",0
"WDG","3","young_restored",2024-07-30,"muscidae",0
"WDG","3","young_restored",2024-07-30,"asilidae",0
"WDG","3","young_restored",2024-07-30,"stratiomyidae",0
"WDG","3","young_restored",2024-07-30,"polleniidae",0
"WDG","3","young_restored",2024-07-30,"acalyptrate",0
"WDG","4","young_restored",2024-07-30,"apidae",0
"WDG","4","young_restored",2024-07-30,"bombus",0
"WDG","4","young_restored",2024-07-30,"cantharidae",0
"WDG","4","young_restored",2024-07-30,"carabidae",0
"WDG","4","young_restored",2024-07-30,"cecidomyiidae",0
"WDG","4","young_restored",2024-07-30,"coccinellidae",0
"WDG","4","young_restored",2024-07-30,"curculionidae",0
"WDG","4","young_restored",2024-07-30,"dasypoda",0
"WDG","4","young_restored",2024-07-30,"elateridae",0
"WDG","4","young_restored",2024-07-30,"mordellidae",0
"WDG","4","young_restored",2024-07-30,"proctotrupidae",0
"WDG","4","young_restored",2024-07-30,"staphylinidae",0
"WDG","4","young_restored",2024-07-30,"tenthredinidae",0
"WDG","4","young_restored",2024-07-30,"colletidae",0
"WDG","4","young_restored",2024-07-30,"tachinidae",0
"WDG","4","young_restored",2024-07-30,"calliphoridae",0
"WDG","4","young_restored",2024-07-30,"sarcophagidae",0
"WDG","4","young_restored",2024-07-30,"sepsidae",0
"WDG","4","young_restored",2024-07-30,"empididae",0
"WDG","4","young_restored",2024-07-30,"ephydridae",0
"WDG","4","young_restored",2024-07-30,"muscidae",0
"WDG","4","young_restored",2024-07-30,"asilidae",0
"WDG","4","young_restored",2024-07-30,"stratiomyidae",0
"WDG","4","young_restored",2024-07-30,"polleniidae",0
"WDG","4","young_restored",2024-07-30,"acalyptrate",0
"WDG","5","young_restored",2024-07-30,"apidae",0
"WDG","5","young_restored",2024-07-30,"bombus",0
"WDG","5","young_restored",2024-07-30,"cantharidae",0
"WDG","5","young_restored",2024-07-30,"carabidae",0
"WDG","5","young_restored",2024-07-30,"cecidomyiidae",0
"WDG","5","young_restored",2024-07-30,"coccinellidae",0
"WDG","5","young_restored",2024-07-30,"curculionidae",0
"WDG","5","young_restored",2024-07-30,"dasypoda",0
"WDG","5","young_restored",2024-07-30,"elateridae",0
"WDG","5","young_restored",2024-07-30,"mordellidae",0
"WDG","5","young_restored",2024-07-30,"proctotrupidae",0
"WDG","5","young_restored",2024-07-30,"staphylinidae",0
"WDG","5","young_restored",2024-07-30,"tenthredinidae",0
"WDG","5","young_restored",2024-07-30,"colletidae",0
"WDG","5","young_restored",2024-07-30,"tachinidae",0
"WDG","5","young_restored",2024-07-30,"calliphoridae",0
"WDG","5","young_restored",2024-07-30,"sarcophagidae",0
"WDG","5","young_restored",2024-07-30,"sepsidae",0
"WDG","5","young_restored",2024-07-30,"empididae",0
"WDG","5","young_restored",2024-07-30,"ephydridae",0
"WDG","5","young_restored",2024-07-30,"muscidae",0
"WDG","5","young_restored",2024-07-30,"asilidae",0
"WDG","5","young_restored",2024-07-30,"stratiomyidae",0
"WDG","5","young_restored",2024-07-30,"polleniidae",0
"WDG","5","young_restored",2024-07-30,"acalyptrate",0
"WED","1","young_restored",2024-07-11,"apidae",0
"WED","1","young_restored",2024-07-11,"bombus",0
"WED","1","young_restored",2024-07-11,"cantharidae",0
"WED","1","young_restored",2024-07-11,"carabidae",0
"WED","1","young_restored",2024-07-11,"cecidomyiidae",0
"WED","1","young_restored",2024-07-11,"coccinellidae",0
"WED","1","young_restored",2024-07-11,"curculionidae",0
"WED","1","young_restored",2024-07-11,"dasypoda",0
"WED","1","young_restored",2024-07-11,"elateridae",0
"WED","1","young_restored",2024-07-11,"mordellidae",0
"WED","1","young_restored",2024-07-11,"proctotrupidae",0
"WED","1","young_restored",2024-07-11,"staphylinidae",0
"WED","1","young_restored",2024-07-11,"tenthredinidae",0
"WED","1","young_restored",2024-07-11,"colletidae",0
"WED","1","young_restored",2024-07-11,"tachinidae",0
"WED","1","young_restored",2024-07-11,"calliphoridae",0
"WED","1","young_restored",2024-07-11,"sarcophagidae",0
"WED","1","young_restored",2024-07-11,"sepsidae",0
"WED","1","young_restored",2024-07-11,"empididae",0
"WED","1","young_restored",2024-07-11,"ephydridae",0
"WED","1","young_restored",2024-07-11,"muscidae",0
"WED","1","young_restored",2024-07-11,"asilidae",0
"WED","1","young_restored",2024-07-11,"stratiomyidae",0
"WED","1","young_restored",2024-07-11,"polleniidae",0
"WED","1","young_restored",2024-07-11,"acalyptrate",0
"WED","2","young_restored",2024-07-11,"apidae",0
"WED","2","young_restored",2024-07-11,"bombus",0
"WED","2","young_restored",2024-07-11,"cantharidae",0
"WED","2","young_restored",2024-07-11,"carabidae",0
"WED","2","young_restored",2024-07-11,"cecidomyiidae",0
"WED","2","young_restored",2024-07-11,"coccinellidae",0
"WED","2","young_restored",2024-07-11,"curculionidae",0
"WED","2","young_restored",2024-07-11,"dasypoda",0
"WED","2","young_restored",2024-07-11,"elateridae",0
"WED","2","young_restored",2024-07-11,"mordellidae",0
"WED","2","young_restored",2024-07-11,"proctotrupidae",0
"WED","2","young_restored",2024-07-11,"staphylinidae",0
"WED","2","young_restored",2024-07-11,"tenthredinidae",1
"WED","2","young_restored",2024-07-11,"colletidae",0
"WED","2","young_restored",2024-07-11,"tachinidae",0
"WED","2","young_restored",2024-07-11,"calliphoridae",0
"WED","2","young_restored",2024-07-11,"sarcophagidae",0
"WED","2","young_restored",2024-07-11,"sepsidae",0
"WED","2","young_restored",2024-07-11,"empididae",0
"WED","2","young_restored",2024-07-11,"ephydridae",0
"WED","2","young_restored",2024-07-11,"muscidae",0
"WED","2","young_restored",2024-07-11,"asilidae",0
"WED","2","young_restored",2024-07-11,"stratiomyidae",0
"WED","2","young_restored",2024-07-11,"polleniidae",0
"WED","2","young_restored",2024-07-11,"acalyptrate",0
"WED","3","young_restored",2024-07-11,"apidae",0
"WED","3","young_restored",2024-07-11,"bombus",0
"WED","3","young_restored",2024-07-11,"cantharidae",0
"WED","3","young_restored",2024-07-11,"carabidae",0
"WED","3","young_restored",2024-07-11,"cecidomyiidae",0
"WED","3","young_restored",2024-07-11,"coccinellidae",0
"WED","3","young_restored",2024-07-11,"curculionidae",0
"WED","3","young_restored",2024-07-11,"dasypoda",0
"WED","3","young_restored",2024-07-11,"elateridae",0
"WED","3","young_restored",2024-07-11,"mordellidae",0
"WED","3","young_restored",2024-07-11,"proctotrupidae",0
"WED","3","young_restored",2024-07-11,"staphylinidae",0
"WED","3","young_restored",2024-07-11,"tenthredinidae",0
"WED","3","young_restored",2024-07-11,"colletidae",0
"WED","3","young_restored",2024-07-11,"tachinidae",0
"WED","3","young_restored",2024-07-11,"calliphoridae",0
"WED","3","young_restored",2024-07-11,"sarcophagidae",0
"WED","3","young_restored",2024-07-11,"sepsidae",0
"WED","3","young_restored",2024-07-11,"empididae",0
"WED","3","young_restored",2024-07-11,"ephydridae",0
"WED","3","young_restored",2024-07-11,"muscidae",0
"WED","3","young_restored",2024-07-11,"asilidae",0
"WED","3","young_restored",2024-07-11,"stratiomyidae",0
"WED","3","young_restored",2024-07-11,"polleniidae",0
"WED","3","young_restored",2024-07-11,"acalyptrate",0
"WED","4","young_restored",2024-07-11,"apidae",0
"WED","4","young_restored",2024-07-11,"bombus",0
"WED","4","young_restored",2024-07-11,"cantharidae",0
"WED","4","young_restored",2024-07-11,"carabidae",0
"WED","4","young_restored",2024-07-11,"cecidomyiidae",0
"WED","4","young_restored",2024-07-11,"coccinellidae",0
"WED","4","young_restored",2024-07-11,"curculionidae",0
"WED","4","young_restored",2024-07-11,"dasypoda",0
"WED","4","young_restored",2024-07-11,"elateridae",0
"WED","4","young_restored",2024-07-11,"mordellidae",0
"WED","4","young_restored",2024-07-11,"proctotrupidae",0
"WED","4","young_restored",2024-07-11,"staphylinidae",0
"WED","4","young_restored",2024-07-11,"tenthredinidae",0
"WED","4","young_restored",2024-07-11,"colletidae",0
"WED","4","young_restored",2024-07-11,"tachinidae",0
"WED","4","young_restored",2024-07-11,"calliphoridae",0
"WED","4","young_restored",2024-07-11,"sarcophagidae",0
"WED","4","young_restored",2024-07-11,"sepsidae",0
"WED","4","young_restored",2024-07-11,"empididae",0
"WED","4","young_restored",2024-07-11,"ephydridae",0
"WED","4","young_restored",2024-07-11,"muscidae",0
"WED","4","young_restored",2024-07-11,"asilidae",0
"WED","4","young_restored",2024-07-11,"stratiomyidae",0
"WED","4","young_restored",2024-07-11,"polleniidae",0
"WED","4","young_restored",2024-07-11,"acalyptrate",0
"WED","5","young_restored",2024-07-11,"apidae",0
"WED","5","young_restored",2024-07-11,"bombus",0
"WED","5","young_restored",2024-07-11,"cantharidae",0
"WED","5","young_restored",2024-07-11,"carabidae",0
"WED","5","young_restored",2024-07-11,"cecidomyiidae",0
"WED","5","young_restored",2024-07-11,"coccinellidae",0
"WED","5","young_restored",2024-07-11,"curculionidae",0
"WED","5","young_restored",2024-07-11,"dasypoda",0
"WED","5","young_restored",2024-07-11,"elateridae",0
"WED","5","young_restored",2024-07-11,"mordellidae",0
"WED","5","young_restored",2024-07-11,"proctotrupidae",0
"WED","5","young_restored",2024-07-11,"staphylinidae",0
"WED","5","young_restored",2024-07-11,"tenthredinidae",0
"WED","5","young_restored",2024-07-11,"colletidae",0
"WED","5","young_restored",2024-07-11,"tachinidae",0
"WED","5","young_restored",2024-07-11,"calliphoridae",0
"WED","5","young_restored",2024-07-11,"sarcophagidae",0
"WED","5","young_restored",2024-07-11,"sepsidae",0
"WED","5","young_restored",2024-07-11,"empididae",0
"WED","5","young_restored",2024-07-11,"ephydridae",0
"WED","5","young_restored",2024-07-11,"muscidae",0
"WED","5","young_restored",2024-07-11,"asilidae",0
"WED","5","young_restored",2024-07-11,"stratiomyidae",1
"WED","5","young_restored",2024-07-11,"polleniidae",1
"WED","5","young_restored",2024-07-11,"acalyptrate",0
"WUP","1","reference",2024-07-29,"apidae",0
"WUP","1","reference",2024-07-29,"bombus",0
"WUP","1","reference",2024-07-29,"cantharidae",0
"WUP","1","reference",2024-07-29,"carabidae",0
"WUP","1","reference",2024-07-29,"cecidomyiidae",0
"WUP","1","reference",2024-07-29,"coccinellidae",0
"WUP","1","reference",2024-07-29,"curculionidae",0
"WUP","1","reference",2024-07-29,"dasypoda",0
"WUP","1","reference",2024-07-29,"elateridae",0
"WUP","1","reference",2024-07-29,"mordellidae",0
"WUP","1","reference",2024-07-29,"proctotrupidae",0
"WUP","1","reference",2024-07-29,"staphylinidae",0
"WUP","1","reference",2024-07-29,"tenthredinidae",0
"WUP","1","reference",2024-07-29,"colletidae",0
"WUP","1","reference",2024-07-29,"tachinidae",0
"WUP","1","reference",2024-07-29,"calliphoridae",2
"WUP","1","reference",2024-07-29,"sarcophagidae",0
"WUP","1","reference",2024-07-29,"sepsidae",0
"WUP","1","reference",2024-07-29,"empididae",0
"WUP","1","reference",2024-07-29,"ephydridae",1
"WUP","1","reference",2024-07-29,"muscidae",1
"WUP","1","reference",2024-07-29,"asilidae",0
"WUP","1","reference",2024-07-29,"stratiomyidae",0
"WUP","1","reference",2024-07-29,"polleniidae",0
"WUP","1","reference",2024-07-29,"acalyptrate",1
"WUP","2","reference",2024-07-29,"apidae",1
"WUP","2","reference",2024-07-29,"bombus",0
"WUP","2","reference",2024-07-29,"cantharidae",0
"WUP","2","reference",2024-07-29,"carabidae",1
"WUP","2","reference",2024-07-29,"cecidomyiidae",0
"WUP","2","reference",2024-07-29,"coccinellidae",0
"WUP","2","reference",2024-07-29,"curculionidae",0
"WUP","2","reference",2024-07-29,"dasypoda",0
"WUP","2","reference",2024-07-29,"elateridae",0
"WUP","2","reference",2024-07-29,"mordellidae",0
"WUP","2","reference",2024-07-29,"proctotrupidae",0
"WUP","2","reference",2024-07-29,"staphylinidae",1
"WUP","2","reference",2024-07-29,"tenthredinidae",0
"WUP","2","reference",2024-07-29,"colletidae",0
"WUP","2","reference",2024-07-29,"tachinidae",0
"WUP","2","reference",2024-07-29,"calliphoridae",1
"WUP","2","reference",2024-07-29,"sarcophagidae",0
