"date","site","transect","site_type","plant_species","total_interaction","order","family","genus","lowest_taxa"
2024-07-20,"KOT","T2","young_restored","Plantago lanceolata",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T3","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Hymenoptera","Halictidae","Lasioglossum","Halictidae_Lasioglossum"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-20,"KOT","T4","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T5","young_restored","Trifolium pratense",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-20,"KOT","T5","young_restored","Galium album",1,"Hymenoptera","Halictidae","Halictus","Halictidae_Halictus"
2024-07-29,"WUP","T1","reference","Trifolium pratense",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-29,"WUP","T1","reference","Ranunculus sp",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Hymenoptera","Andrenidae","Andrena","Andrenidae_Andrena"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Coleoptera","Chrysomelidae",NA,"Chrysomelidae"
2024-07-14,"STP","T2","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-14,"STP","T2","reference","Daucus carota",1,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-14,"STP","T3","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Coccinellidae","Hippodamia","Coccinellidae_Hippodamia_variegata"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Coccinellidae","Hippodamia","Coccinellidae_Hippodamia_variegata"
2024-07-14,"STP","T4","reference","Daucus carota",1,"Coleoptera","Coccinellidae","Hippodamia","Coccinellidae_Hippodamia_variegata"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Coleoptera","Coccinellidae","Hippodamia","Coccinellidae_Hippodamia_tredecimpunctata"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-18,"JEP","T4","reference","Peucedanum officinale",1,"Coleoptera","Mordellidae",NA,"Mordellidae"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Coleoptera","Mordellidae",NA,"Mordellidae"
2024-07-21,"DES","T2","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-18,"JEP","T2","reference","Galium boreale",1,"Coleoptera","Coccinellidae","Coccinella","Coccinellidae_Coccinella_septempunctata"
2024-07-18,"JEP","T2","reference","Galium boreale",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Coleoptera","Mordellidae",NA,"Mordellidae"
2024-07-18,"JEP","T2","reference","Peucedanum officinale",1,"Coleoptera","Elateridae",NA,"Elateridae"
2024-07-24,"HLI","T3","reference","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T1","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-20,"KOT","T1","young_restored","Crepis biennis",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T5","reference","Galium album",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T5","reference","Galium album",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T4","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T4","reference","Daucus carota",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-24,"HLI","T4","reference","Daucus carota",1,"Coleoptera","Coccinellidae","Propylea","Coccinellidae_Propylea_quatuordecimpunctata"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-20,"KOT","T2","young_restored","Pastinaca sativa",1,"Coleoptera","Oedemeridae",NA,"Oedemeridae"
2024-07-20,"KOT","T3","young_restored","Galium album",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Coccinellidae","Harmonia","Coccinellidae_Harmonia_axyridis"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Coccinellidae","Coccinella","Coccinellidae_Coccinella_septempunctata"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Coccinellidae","Harmonia","Coccinellidae_Harmonia_axyridis"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Coccinellidae","Propylea","Coccinellidae_Propylea_quatuordecimpunctata"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Coleoptera","Cantharidae",NA,"Cantharidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Coleoptera","Coccinellidae","Harmonia","Coccinellidae_Harmonia_axyridis"
2024-07-29,"WUP","T5","reference","Daucus carota",1,"Diptera","Scatopsoidea",NA,"Scatopsoidea"
2024-07-29,"WUP","T5","reference","Daucus carota",7,"Hymenoptera","Tenthredinidae",NA,"Tenthredinidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T5","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T1","young_restored","Trifolium pratense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T1","young_restored","Trifolium pratense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T3","young_restored","Galium album",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T3","young_restored","Galium album",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-08-13,"BUH","T2","young_restored","Galium album",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-14,"STP","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-14,"STP","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-14,"STP","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T5","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T5","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T5","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T5","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-18,"JEP","T5","reference","Peucedanum officinale",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-14,"STP","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T5","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T5","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T5","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T2","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-11,"WED","T1","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T1","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Diptera","Polleniidae",NA,"Polleniidae"
2024-07-11,"WED","T4","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T3","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T3","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T3","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-21,"DES","T3","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-11,"WED","T5","young_restored","Cirsium arvense",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-24,"HLI","T5","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-24,"HLI","T4","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T3","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T5","young_restored","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T1","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T1","reference","Pastinaca sativa",1,"Diptera","Muscidae",NA,"Muscidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Daucus carota",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Mentha aquatica",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Diptera","Sarcophagidae",NA,"Sarcophagidae"
2024-07-20,"KOT","T4","young_restored","Pastinaca sativa",1,"Hymenoptera","Vespidae",NA,"Vespidae"
2024-07-21,"DES","T1","reference","Daucus carota",2,"Coleoptera","Mordellidae",NA,"Mordellidae"
2024-07-18,"JEP","T2","reference","Convolvulus arvensis",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T2","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-29,"WUP","T3","reference","Pastinaca sativa",1,"Hymenoptera","Tiphiidae",NA,"Tiphiidae"
2024-07-11,"WED","T3","young_restored","Lathyrus pratensis",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_hypnorum"
2024-07-21,"DES","T2","reference","Crepis capillaris",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-21,"DES","T3","reference","Lotus corniculatus",3,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-21,"DES","T3","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-21,"DES","T3","reference","Vicia cracca",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-21,"DES","T4","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-18,"JEP","T1","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-30,"WDG","T2","young_restored","Centaurea jacea",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-30,"WDG","T5","young_restored","Lotus corniculatus",3,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-29,"WUP","T3","reference","Potentilla anserina",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_lapidarius"
2024-07-30,"WDG","T4","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus"
2024-08-13,"BUH","T4","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-21,"DES","T1","reference","Trifolium pratense",2,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-24,"HLI","T1","reference","Trifolium pratense",4,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-24,"HLI","T4","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-24,"HLI","T4","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-20,"KOT","T1","young_restored","Trifolium pratense",7,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",6,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-20,"KOT","T3","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-07-20,"KOT","T5","young_restored","Trifolium pratense",2,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_pascuorum"
2024-08-13,"BUH","T5","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_sylvestris"
2024-07-24,"HLI","T1","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_sylvestris"
2024-07-24,"HLI","T2","reference","Lotus corniculatus",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_sylvestris"
2024-07-24,"HLI","T4","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_sylvestris"
2024-07-20,"KOT","T2","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_sylvestris"
2024-08-13,"BUH","T4","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-08-13,"BUH","T5","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T1","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T2","reference","Lotus corniculatus",4,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T2","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T3","reference","Lotus corniculatus",4,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T3","reference","Trifolium pratense",4,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T4","reference","Crepis biennis",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T4","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-21,"DES","T5","reference","Trifolium pratense",4,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-24,"HLI","T1","reference","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-18,"JEP","T3","reference","Peucedanum officinale",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-18,"JEP","T4","reference","Peucedanum officinale",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-14,"STP","T1","reference","Daucus carota",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-30,"WDG","T1","young_restored","Trifolium pratense",2,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-30,"WDG","T4","young_restored","Centaurea jacea",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-30,"WDG","T4","young_restored","Trifolium pratense",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_terrestris"
2024-07-30,"WDG","T1","young_restored","Scabiosa ochroleuca",1,"Hymenoptera","Apidae","Bombus","Apidae_Bombus_vestalis"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-21,"DES","T5","reference","Daucus carota",1,"Diptera","Calliphoridae",NA,"Calliphoridae"
2024-07-20,"KOT","T4","young_restored","Trifolium pratense",1,"Lepidoptera","Lycaenidae",NA,"Lycaenidae"
2024-07-21,"DES","T1","reference","Daucus carota",1,"Coleoptera","Scarabaeidae","Cetonia","Scarabaeidae_Cetonia_aurata"
2024-07-21,"DES","T2","reference","Daucus carota",3,"Coleoptera","Scarabaeidae","Cetonia","Scarabaeidae_Cetonia_aurata"
2024-07-21,"DES","T3","reference","Daucus carota",2,"Coleoptera","Scarabaeidae","Cetonia","Scarabaeidae_Cetonia_aurata"
2024-07-21,"DES","T4","reference","Daucus carota",1,"Coleoptera","Scarabaeidae","Cetonia","Scarabaeidae_Cetonia_aurata"
2024-07-18,"JEP","T4","reference","Peucedanum officinale",1,"Coleoptera","Scarabaeidae","Cetonia","Scarabaeidae_Cetonia_aurata"
2024-07-30,"WDG","T4","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae","Propylea","Coccinellidae_Propylea_quatuordecimpunctata"
2024-07-30,"WDG","T4","young_restored","Daucus carota",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T4","young_restored","Centaurea jacea",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T3","young_restored","Dianthus carthusianorum",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-30,"WDG","T1","young_restored","Scabiosa ochroleuca",1,"Coleoptera","Coccinellidae","Coccinula","Coccinellidae_Coccinula_quatuordecimpustulata"
2024-07-21,"DES","T1","reference","Daucus carota",22,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-21,"DES","T2","reference","Daucus carota",8,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-21,"DES","T3","reference","Daucus carota",11,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-21,"DES","T3","reference","Ranunculus flammula",1,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-21,"DES","T4","reference","Daucus carota",40,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-21,"DES","T5","reference","Daucus carota",36,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
2024-07-24,"HLI","T1","reference","Daucus carota",3,"Coleoptera","Coccinellidae",NA,"Coccinellidae"
